"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"All 6 products should be displayed on Products page","68","Verify all 6 products are displayed","Smoke Suite","Fri Apr 10 13:12:11 UTC 2026","passed","Fri Apr 10 13:12:11 UTC 2026","tests.ProductsTest","Smoke","tests.ProductsTest","allProductsShouldDisplay"
"User should be able to login with valid credentials and product page should be displayed","629","Verify successful login","Smoke Suite","Fri Apr 10 13:12:09 UTC 2026","passed","Fri Apr 10 13:12:09 UTC 2026","tests.LoginTest","Smoke","tests.LoginTest","loginWithValidCredentials"
