"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User should be able to login with valid credentials and product page should be displayed","675","Verify successful login","Smoke Suite","Fri Apr 10 13:50:01 UTC 2026","passed","Fri Apr 10 13:50:01 UTC 2026","tests.LoginTest","Smoke","tests.LoginTest","loginWithValidCredentials"
"All 6 products should be displayed on Products page","71","Verify all 6 products are displayed","Smoke Suite","Fri Apr 10 13:50:02 UTC 2026","passed","Fri Apr 10 13:50:03 UTC 2026","tests.ProductsTest","Smoke","tests.ProductsTest","allProductsShouldDisplay"
