"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"All 6 products should be displayed on Products page","72","Verify all 6 products are displayed","Smoke Suite","Fri Apr 10 19:33:38 UTC 2026","passed","Fri Apr 10 19:33:38 UTC 2026","tests.ProductsTest","Smoke","tests.ProductsTest","allProductsShouldDisplay"
"User should be able to login with valid credentials and product page should be displayed","707","Verify successful login","Smoke Suite","Fri Apr 10 19:33:36 UTC 2026","passed","Fri Apr 10 19:33:37 UTC 2026","tests.LoginTest","Smoke","tests.LoginTest","loginWithValidCredentials"
